Rank;Tier;Username;Join Date;Gold Medals;Silver Medals;Bronze Medals;Points
578;grandmaster;TerenceLiu;2017;6;9;3;14238
579;expert;ilovekaggletoo;2021;0;3;1;14220
580;expert;Jung;2018;0;10;4;14140
581;master;louis;2019;4;1;0;14117
582;master;ryomak;2019;1;3;0;14075
583;master;tomotana14;2018;3;2;0;14047
584;master;StephKua;2019;2;4;2;14024
585;expert;Nin7a1;2020;0;4;2;14020
586;master;Li-Der;2012;3;22;5;14002
587;master;Tung Vu;2018;2;1;1;13995
588;expert;AndyX;2018;0;7;1;13978
589;master;tea??;2019;1;2;1;13954
590;master;Wenjing Zhang;2020;1;2;0;13948
591;master;David M;2015;2;1;0;13939
592;expert;Stanislav Blinov;2019;0;3;5;13935
593;expert;Yoshio Sugiyama;2020;1;1;1;13925
594;master;rincha;2018;1;4;0;13915
595;expert;Hannes Öhler;2019;0;3;1;13828
596;expert;Gabriel Preda;2017;0;0;4;13817
597;grandmaster;ValeriyBabushkin;2017;6;21;4;13795
598;master;Konstantin Yakovlev;2019;1;5;1;13792
599;expert;cafe au lait;2020;0;0;4;13752
600;expert;Rischan Mafrur;2014;0;2;0;13741
601;grandmaster;DeBut_Kele;2015;9;19;8;13729
602;expert;Siavash;2019;0;9;3;13703
603;master;Zaber Ibn Abdul Hakim;2019;1;4;2;13681
604;master;kss;2018;2;3;2;13671
605;expert;Gena;2017;0;1;4;13648
606;expert;tarokd;2021;1;1;0;13641
607;expert;Akash G;2018;0;1;4;13625
608;master;Victor Zaguskin;2019;1;4;3;13587
609;master;Wong;2019;1;4;1;13572
610;master;UGK;2019;1;2;2;13566
611;master;YuanXu;2017;3;5;3;13505
612;expert;ywakizaka;2021;0;0;2;13489
613;master;Konrad Banachewicz;2011;9;29;16;13475
614;master;LeonShangguan;2019;1;6;5;13456
615;master;Yiheng (Venn) Wang;2017;5;11;2;13429
616;master;eagle4;2016;1;7;6;13416
617;master;Striderl;2017;2;4;1;13390
618;expert;mlist;2019;0;0;2;13390
619;master;ilovepotatoes;2021;1;2;3;13388
620;expert;HyeongChan Kim;2017;0;5;2;13322
621;expert;teehoong;2018;0;4;0;13308
622;expert;SSV;2018;0;2;1;13283
623;master;Nick Sergievskiy;2014;5;1;1;13268
624;expert;copypaste;2019;0;7;6;13266
625;master;Patrick Chan;2013;1;8;16;13251
626;master;guchio3;2018;2;6;1;13250
627;expert;learner;2015;0;5;3;13236
628;master;Awsaf;2020;1;3;2;13231
629;expert;Nemuri;2021;0;4;2;13222
630;expert;chumajin;2020;0;4;4;13193
631;expert;dhaqui the kaggler;2019;0;0;3;13190
632;expert;mirandora;2016;0;3;5;13184
633;expert;Wonjun Park??;2019;0;1;3;13177
634;expert;lhagiimn;2017;0;4;2;13137
635;expert;yaa_seeee;2020;1;1;0;13109
636;master;Hai Nam Nguyen;2018;2;4;5;13088
637;master;riantkb;2021;1;3;0;13083
638;grandmaster;Andrey Kiryasov;2016;5;10;1;13071
639;master;pongba;2015;2;8;7;13023
640;master;penguin46;2020;1;2;0;13020
641;expert;agenlu;2017;0;6;5;13008
642;expert;takaito;2020;0;1;1;12991
643;expert;kiyomomo;2017;0;4;5;12967
644;expert;blue0620;2015;0;3;2;12958
645;master;Matthieu Planté;2020;1;3;0;12955
646;master;copasta;2019;1;6;5;12945
647;expert;Ayman Khalafallah;2014;0;2;5;12937
648;master;wayfarer;2018;1;4;2;12918
649;expert;Suman Sahoo;2019;0;6;4;12900
650;expert;QYQ;2020;0;4;4;12831
651;master;Morphy;2015;3;6;4;12795
652;master;Peter;2017;2;1;3;12786
653;expert;Gopi Durgaprasad;2018;0;5;2;12786
654;master;Thomas Yokota;2017;3;12;5;12775
655;expert;wuyou;2017;1;1;0;12773
656;expert;ZhangWesley;2021;1;1;0;12773
657;expert;Ccwhgn;2021;1;1;0;12773
658;expert;HarryPotter;2021;1;1;0;12773
659;expert;Fanley Zhang;2021;1;1;0;12773
660;expert;Jaskirat Singh;2018;0;0;2;12759
661;expert;Akash;2020;0;1;3;12747
662;master;Benlei Cui;2020;1;4;3;12744
663;master;bmci;2017;1;9;15;12730
664;grandmaster;fakeplastictrees;2014;8;12;2;12685
665;expert;TomFuj;2019;1;1;0;12670
666;expert;Ashish Gupta;2018;0;4;8;12664
667;master;ishikei;2018;1;4;4;12661
668;master;213tubo;2021;1;2;1;12647
669;expert;Bruce Young;2018;0;2;1;12646
670;expert;tomoo inubushi;2020;0;4;1;12617
671;expert;student;2018;0;2;4;12593
672;expert;myaun;2018;0;6;5;12589
673;grandmaster;Evgeny Patekha;2016;9;5;1;12588
674;master;Josef Slavicek;2013;2;7;2;12573
675;grandmaster;Sergei Fironov;2013;8;2;5;12561
676;expert;TeraFlops;2016;0;6;11;12493
677;master;resistance0108;2018;2;2;3;12493
678;master;Sergey Zhitansky;2016;1;2;13;12475
679;master;corochann;2016;4;1;2;12468
680;expert;PC Jimmmy;2017;0;2;2;12421
681;expert;Cedric Damien;2018;1;0;5;12421
682;master;Roc;2018;1;4;2;12417
683;grandmaster;Little Boat;2014;18;19;6;12377
684;master;Urvish;2017;1;5;4;12369
685;expert;sandy1112;2016;0;1;4;12350
686;master;jayjay;2015;1;11;15;12341
687;expert;Soonhwan Kwon;2014;0;12;12;12326
688;master;Rishiraj Acharya;2014;1;2;0;12310
689;expert;ryoya;2020;0;4;1;12296
690;master;Pavel Hanchar;2016;3;5;1;12284
691;expert;AndNov;2019;0;0;2;12255
692;master;hmdhmd;2016;3;7;1;12242
693;expert;yokuyama;2020;0;3;1;12213
694;master;monnu;2018;1;4;3;12200
695;expert;mihtw;2019;0;1;6;12178
696;master;Andy Penrose;2018;1;2;8;12162
697;master;Ee Kin Chin;2018;1;6;1;12148
698;master;Thin Nguyen;2012;1;4;5;12125
699;expert;vanAmsen;2017;0;3;3;12121
700;expert;Changyi;2018;0;10;2;12121
701;expert;Dannykm;2020;1;1;1;12112
702;master;Bishmoy Paul;2019;1;3;2;12099
703;master;cfiken;2014;2;1;3;12097
704;expert;zlannn;2019;0;3;4;12064
705;expert;Naresh Bhat;2020;0;0;2;12062
706;expert;tensor choko;2020;0;0;2;12047
707;expert;soham mukherjee;2019;0;0;2;12044
708;expert;isa k [dsmlkz];2017;0;3;5;12014
709;expert;Yusuke Nakayama;2019;0;3;1;12003
710;expert;mizoo;2019;0;2;3;11975
711;master;monty ponty;2017;2;3;0;11960
712;master;Hugues;2015;1;4;2;11936
713;master;Takamichi Toda;2018;1;2;3;11892
714;expert;Mark Tenenholtz;2019;1;1;1;11887
715;expert;Alexis Gassmann;2020;0;2;5;11873
716;master;Felipe Loque;2019;1;7;2;11826
717;expert;drehero;2021;1;0;1;11799
718;expert;darkravager;2021;0;3;5;11791
719;expert;gavrand;2016;0;8;24;11788
720;master;HyperSeedOptimized;2017;2;3;0;11775
721;master;Mehdi Pedram;2013;2;3;0;11765
722;expert;Hongnan G;2020;0;3;6;11762
723;master;S. Tomizawa;2020;1;2;1;11762
724;expert;K.Mitsuhiro;2020;0;0;2;11759
725;master;steubk;2014;1;12;10;11724
726;expert;BUUMOO;2020;0;3;2;11717
727;master;ChienYiChi;2015;2;2;5;11714
728;expert;Pies;2015;0;2;6;11707
729;master;Looking for Luck;2021;1;3;0;11703
730;grandmaster;spongebob;2017;6;11;1;11698
731;master;hatry;2015;1;7;2;11696
732;expert;coach36;2021;0;2;3;11691
733;expert;Necofuryai;2020;0;0;4;11690
734;master;w_13;2020;1;2;1;11681
735;master;AnhMeow;2019;1;4;1;11661
736;master;Thomas Hoffmann;2017;1;2;2;11658
737;expert;Yuya Shintani;2021;0;2;1;11611
738;expert;prvi;2016;1;1;1;11588
739;expert;Newt;2018;0;1;7;11588
740;expert;Kamal;2018;1;0;2;11583
741;master;higepon;2019;1;3;4;11567
742;expert;lisr;2020;0;6;2;11545
743;master;MOONMOON;2021;1;5;0;11528
744;grandmaster;owruby;2017;5;5;5;11520
745;expert;Faisal Alsrheed;2020;0;1;2;11488
746;grandmaster;dynamic24;2011;5;17;12;11486
747;expert;ITK8191;2019;0;5;1;11473
748;master;all_random;2016;2;9;6;11430
749;expert;Renjie Qian;2017;1;1;0;11412
750;expert;anonamename;2018;0;4;1;11399
751;expert;Felipe Bivort Haiek;2018;1;1;2;11378
752;expert;Joni Juvonen;2018;0;5;6;11367
753;expert;steaphan;2018;0;2;2;11365
754;master;FelipeKitamura;2017;3;2;2;11356
755;expert;Leonrain;2020;0;5;2;11354
756;expert;Riku Suzuki;2018;0;1;4;11351
757;master;Daniel Gärber;2020;1;2;0;11345
758;expert;kzykmyzw;2018;0;5;2;11344
759;master;Nikolay Prokoptsev;2018;2;3;3;11325
760;expert;Saksham_Aggarwal;2020;0;3;5;11313
761;master;Lucien de Rubempre;2016;3;7;5;11304
762;expert;esprit;2019;0;2;5;11300
763;master;Vladimir Larin;2015;2;10;19;11283
764;expert;QuantumDamage;2014;0;1;1;11248
765;master;Artyom Lyan;2016;1;4;5;11239
766;expert;ZehuiGong;2021;2;0;0;11205
767;master;Moiz Saifee;2018;2;7;6;11202
768;expert;AbhilashVJ;2016;0;0;2;11201
769;expert;Vitaly Kudelya;2015;0;2;2;11181
770;master;Izmaylov Konstantin;2013;1;9;9;11135
771;master;Darkate;2018;1;8;3;11124
772;master;liji_11;2021;1;2;0;11121
773;expert;Christian Sims;2016;2;0;0;11087
774;expert;FabienDaniel;2017;0;8;1;11064
775;master;interneuron;2018;1;6;3;11051
776;expert;Hieu Khuong;2019;0;3;0;11046
777;expert;??;2018;1;0;2;11036
778;expert;Sh1r0;2019;0;3;1;11017
779;expert;Sindhu V;2014;0;2;0;11016
780;master;Naoism;2018;1;3;3;11014
781;expert;dan;2021;0;3;0;10939
782;expert;Moore;2020;0;1;3;10928
783;expert;Hiroaki Kobayashi;2021;0;1;1;10917
784;master;RDizzl3;2015;4;8;4;10914
785;expert;?????(Ding Dou);2019;1;1;1;10902
786;expert;MDFam;2018;0;3;3;10899
787;expert;Omicron Programming;2020;0;0;2;10863
788;expert;EnricRovira;2017;0;3;2;10861
789;expert;rauta;2017;0;2;2;10856
790;expert;Vishnu Subramanian;2014;0;6;2;10853
791;master;Ivan Aerlic;2020;1;2;0;10842
792;expert;Kirill Tushin;2017;0;3;5;10812
793;expert;Peter CXL;2018;0;2;1;10809
794;master;Gunes Evitan;2019;1;3;2;10796
795;expert;moog;2019;0;2;1;10793
796;expert;Hyper-Positive-Yancy;2018;1;1;0;10766
797;expert;sushi;2019;0;1;1;10758
798;expert;Vaibhav Shukla;2018;0;3;2;10706
799;expert;Izotov;2018;0;1;2;10641
800;master;Gleb Anferov;2017;2;9;4;10633
801;master;Jhui He;2019;4;2;1;10611
802;expert;x5or6;2017;0;1;5;10598
803;master;lemon;2018;1;2;1;10595
804;expert;Mikhail Druzhinin;2018;1;1;0;10557
805;expert;Firat Gonen;2019;0;6;5;10553
806;expert;pranshu;2019;0;3;1;10527
807;expert;bbtatsu;2020;0;4;2;10517
808;expert;Kiet Chu;2018;1;1;0;10504
809;expert;Byfone;2017;0;3;4;10498
810;master;Konstantin Nikolaev;2017;2;5;0;10496
811;master;Yury Kashnitsky;2014;1;5;2;10486
812;expert;Shogo Asa;2019;0;0;2;10480
813;expert;Kaoru Sasakawa;2019;0;2;1;10474
814;master;Thang Nguyen;2020;2;1;0;10473
815;expert;teyosan1229;2020;0;1;3;10470
816;expert;Pawan KS;2020;0;3;4;10462
817;expert;Sandiago;2017;0;11;1;10458
818;master;Jeong-Yoon Lee;2012;8;23;15;10447
819;master;ym;2017;1;11;5;10416
820;expert;Dewei Chen;2018;0;2;3;10413
821;grandmaster;Nima Shahbazi;2015;9;10;0;10410
822;expert;Anthony Chan;2019;0;4;4;10395
823;expert;cold_star;2018;0;0;2;10376
824;expert;PrasunMishra;2017;0;3;7;10366
825;master;Luis Andre Dutra e Silva;2015;2;10;17;10349
826;expert;Yue Sun;2021;0;0;3;10342
827;expert;greylord1996;2018;0;2;3;10340
828;master;Ruslan Grimov;2018;1;3;0;10339
829;expert;rokiso;2017;0;1;6;10338
830;expert;H.Ochiai;2020;0;4;1;10331
831;expert;ikki1111;2019;0;4;4;10319
832;expert;liuzhangzhen;2017;0;2;3;10293
833;master;Marisaka Mozz;2018;1;2;0;10292
834;grandmaster;Michael Jahrer;2010;16;11;3;10284
835;expert;Allie K.;2017;0;2;2;10278
836;master;Anastasia Karpovich;2014;4;2;0;10263
837;master;Jeremy Ma;2018;3;0;1;10246
838;expert;Hiroshi Sakiyama;2021;0;0;2;10237
839;grandmaster;Shize Su;2014;17;20;7;10232
840;expert;sakaya;2018;0;1;2;10218
841;expert;emptyset3;2021;1;0;2;10217
842;expert;Salim Khazem;2018;0;2;2;10214
843;expert;TNT;2020;0;2;0;10211
844;expert;yasagure;2020;0;4;4;10202
845;expert;skneko;2021;2;0;0;10194
846;expert;haoyuan wu;2020;0;5;1;10184
847;expert;Shibata;2020;0;3;2;10176
848;master;Matthew Wu;2018;1;3;1;10175
849;master;Zhan Ik;2017;1;5;3;10172
850;master;Zili Wang;2018;1;2;3;10142
851;expert;Joan_BA;2021;0;3;1;10137
852;master;Yura Trubitsyn;2018;2;5;1;10133
853;expert;Vikrant;2016;1;1;2;10116
854;expert;yuya;2018;0;1;2;10107
855;expert;Vasiliy;2017;0;0;3;10091
856;expert;tomo20180402;2019;0;5;2;10086
857;master;nlgn;2017;4;5;1;10082
858;expert;Heng Zheng;2018;0;7;2;10081
859;expert;Mekhdi Gakhramanian;2020;0;0;4;10075
860;expert;Neo Zhao;2018;0;5;1;10068
861;expert;soumya;2018;0;3;2;10067
862;expert;Abdelghani Belgaid;2020;0;2;1;10056
863;expert;Hanson0910;2020;0;4;1;10055
864;expert;RB;2014;0;9;1;10039
865;expert;Benjamin Minixhofer;2017;2;0;2;10039
866;expert;yuvaramsingh;2018;0;3;0;10009
867;expert;zakopuro;2018;0;6;1;10008
868;master;Kouki;2020;1;3;0;10000
869;expert;NaStroy;2020;0;1;2;9996
870;grandmaster;Komaki;2013;5;7;3;9994
871;expert;Penguin;2017;0;0;3;9992
872;master;Wenlu;2015;1;2;0;9989
873;expert;Hayk Sargsyan;2018;1;1;0;9982
874;expert;cjwh;2019;0;5;1;9980
875;expert;Frank Guo;2018;0;4;4;9973
876;expert;Susung Hong;2019;0;3;0;9972
877;expert;jleecook;2017;1;1;2;9970
878;grandmaster;weiwei;2016;9;6;4;9965
879;expert;PantsOfLuck;2019;0;0;2;9964
880;master;chizhu;2018;4;7;3;9944
881;expert;Sidney Ng;2020;0;2;0;9944
882;master;Artem.Sanakoev;2013;4;1;1;9937
883;grandmaster;Ilya Kibardin;2017;5;7;1;9928
884;expert;Migs Rocha;2018;0;0;3;9922
885;expert;Jihun Lorenzo Park;2020;1;1;2;9891
886;expert;mtmt0903;2020;0;5;4;9881
887;master;kenmatsu4;2015;1;7;5;9860
888;master;x0x0w1;2016;2;17;3;9860
889;master;Kanna Hashimoto;2020;1;3;1;9857
890;expert;Minh Tri Phan;2019;0;6;0;9851
891;master;Aphrodite;2021;1;2;1;9828
892;master;ishtos;2018;1;6;0;9802
893;expert;mANDy;2014;0;4;6;9801
894;master;Roman Vlasov;2018;2;3;0;9794
895;expert;Yimin;2018;2;0;2;9769
896;expert;HYC;2021;2;0;0;9769
897;expert;MachineLP;2016;0;6;4;9766
898;expert;Kazumitsu Sakurai;2019;0;3;1;9757
899;expert;Yam Peleg;2015;0;2;2;9752
900;master;luyaxin;2017;1;7;6;9739
901;expert;sukekiyo;2018;0;3;1;9715
902;expert;Nana_L;2019;0;2;0;9710
903;grandmaster;Dmitrii Tsybulevskii;2014;5;0;6;9699
904;expert;ammarali32;2020;0;2;3;9676
905;expert;Fei Wang;2014;1;1;0;9671
906;expert;Ed Yanakov;2020;0;2;4;9670
907;expert;butter;2021;0;1;2;9667
908;expert;??? (Dyson Lin);2017;0;1;1;9662
909;master;NxGTR;2015;1;17;21;9660
910;master;MT;2016;1;4;2;9659
911;expert;NocturneBflat;2018;0;2;1;9659
912;master;chicm;2017;3;8;9;9652
913;expert;Gabriel;2019;0;2;1;9629
914;master;bluetrain;2017;2;8;3;9628
915;master;anatoly;2017;1;5;2;9620
916;expert;novichok;2018;0;2;5;9617
917;expert;sea of stars;2020;1;0;1;9614
918;master;KulishYurii;2015;2;12;2;9592
919;master;qyxs;2021;1;2;0;9586
920;master;ivovkanych;2016;3;0;0;9569
921;master;Aindriú;2014;2;10;10;9562
922;expert;Wallace Sui;2018;1;0;1;9557
923;expert;Shu;2020;0;4;2;9546
924;expert;Gultekin Gunduz;2019;1;1;3;9545
925;master;smileimg;2018;3;0;0;9506
926;expert;Yaroslav Isaienkov;2018;0;4;3;9495
927;expert;Javi;2014;0;0;3;9487
928;master;4ui_iurz1;2017;2;6;1;9484
929;master;Takuya Akiyama;2015;2;10;1;9477
930;expert;akoynk;2017;0;1;2;9477
931;expert;liuze;2019;0;1;7;9456
932;expert;rick;2018;0;2;1;9426
933;expert;Yusuke Oshiro;2018;0;2;0;9413
934;expert;Leonid Sanochkin;2021;0;3;4;9412
935;expert;Muku;2020;0;2;2;9397
936;expert;Ofitserov Vladislav;2020;0;3;1;9384
937;master;Tuan Ho;2018;1;5;5;9369
938;expert;cpptake;2020;1;0;2;9338
939;expert;mtodisco10;2016;0;0;2;9330
940;master;To Train Them Is My Cause;2017;3;14;3;9324
941;grandmaster;Konstantin Lopuhin;2012;5;3;2;9314
942;expert;Sridhar Korupolu;2018;0;10;8;9314
943;expert;avijka;2013;0;2;1;9309
944;master;Miha Skalic;2014;5;5;1;9304
945;expert;shajiayu;2021;0;5;1;9296
946;expert;Charlie;2020;1;1;1;9294
947;expert;Yueqi Qian;2020;0;2;1;9286
948;master;Chau Huynh;2017;2;10;7;9282
949;master;Jules;2013;1;8;6;9279
950;expert;Ren;2014;0;14;5;9279
951;expert;mzotkiew;2013;1;0;2;9275
952;expert;housuke;2020;0;5;1;9263
953;master;glazed;2011;2;3;2;9254
954;master;Möbius;2017;2;3;2;9254
955;expert;Aishik Rakshit;2021;0;1;2;9247
956;master;Bohdan Zhurakovskyi;2014;2;10;2;9242
957;expert;Sandeep Attree;2016;2;0;1;9237
958;master;Jeonghyuk Park;2018;1;3;0;9237
959;expert;Anton Chikin;2016;0;7;4;9227
960;expert;YANG;2021;1;1;0;9217
961;master;Alexander Polyakov;2019;1;4;1;9215
962;expert;Hahaha;2016;1;0;4;9207
963;expert;SONG;2019;0;3;0;9204
964;expert;tik_boa;2019;0;4;0;9192
965;expert;Darien Schettler;2018;1;0;1;9180
966;master;Naoto Usuyama;2016;1;2;1;9166
967;master;Ant ??;2013;1;3;1;9165
968;expert;Kupchanski;2016;1;0;2;9165
969;expert;Vasiliy Kotov;2019;0;3;3;9159
970;master;jiaming;2019;2;4;0;9155
971;expert;Yuichiro Hirano;2018;2;0;1;9143
972;expert;Sinan Calisir;2017;0;2;3;9134
973;expert;Manh Lab;2020;0;3;3;9127
974;master;Jackie Lee;2021;1;2;1;9119
975;expert;Peter KK;2016;0;3;5;9115
976;expert;k.n.;2018;0;1;1;9113
977;expert;big_lafe;2020;0;4;0;9112
978;master;m.y.;2018;1;2;0;9104
979;expert;Priyanshu Kumar;2018;0;6;0;9086
980;expert;Kota Iizuka;2020;0;1;3;9060
981;master;Parag;2016;3;10;8;9050
982;expert;Aragaki Yui;2020;0;1;1;9050
983;master;Ke;2018;2;2;0;9040
984;master;Tobias Tesch;2017;1;3;0;9031
985;master;qubvel;2017;2;2;3;9010
986;expert;Kazuo Watanabe;2020;1;0;1;8991
987;master;Miguel Pinto;2018;1;5;2;8987
988;expert;valley;2019;0;4;3;8985
989;expert;noypeban;2018;0;2;0;8976
990;master;Clement Liao;2018;1;5;0;8958
991;expert;Md. Atik Ahamed;2019;0;5;1;8906
992;grandmaster;Daniel FG;2015;9;11;5;8897
993;master;Quang Nguyen;2018;3;10;3;8884
994;expert;Adam Montgomerie;2021;0;2;0;8880
995;expert;Chris X;2018;0;2;1;8875
996;expert;ksr;2020;0;2;3;8871
997;expert;Hung Quoc To;2021;1;1;1;8866
998;expert;Jerry Zhu;2021;0;0;2;8865
999;master;guang.ster;2014;4;1;1;8858
1000;expert;yCarbon;2019;0;0;2;8848
1001;expert;JIN;2020;1;1;1;8834
1002;expert;Milkcocholate;2020;0;2;1;8817
1003;expert;Qiao Su;2020;0;4;0;8813
1004;grandmaster;bird;2016;5;9;1;8791
1005;expert;tez6c32;2021;1;0;1;8788
1006;master;jacobkie;2016;4;4;1;8781
1007;expert;Xavier;2019;0;5;1;8768
1008;expert;Shimei;2018;2;0;2;8747
1009;expert;HungNT;2021;0;2;2;8742
1010;grandmaster;Danijel Kivaranovic;2014;6;5;1;8727
1011;expert;Fat Cat Sleep;2018;0;3;1;8721
1012;master;Jie Lu;2016;1;10;1;8700
1013;expert;Debarshi Chanda;2020;0;0;3;8699
1014;expert;Radmir Zosimov;2021;0;2;0;8697
1015;master;Oleg Panichev;2014;2;9;11;8670
1016;expert;Jackman8;2021;0;2;2;8670
1017;expert;Kartik Godawat;2016;0;4;12;8668
1018;master;konbuiyon;2016;1;5;1;8650
1019;expert;Bernd Allmendinger;2015;0;15;7;8643
1020;expert;Kai Ji;2021;1;1;0;8640
1021;expert;Wen;2021;0;2;2;8631
1022;expert;Kazuki Shiraishi;2019;0;1;4;8620
1023;expert;?????? ???????;2019;0;0;2;8613
1024;expert;dmitrykonovalov;2017;0;1;1;8609
1025;expert;Paul Fornia;2015;0;2;0;8599
1026;expert;James Requa;2017;0;5;6;8597
1027;master;hakubishin3;2018;2;6;0;8596
1028;expert;tj_bh;2015;0;5;4;8588
1029;expert;Dapeng;2019;0;4;4;8584
1030;master;kiccho;2017;1;2;0;8576
1031;expert;Roman;2016;0;2;5;8552
1032;expert;Sergey Guskov;2019;0;1;5;8549
1033;expert;Jan Schlüter;2019;1;1;0;8548
1034;expert;pp;2021;0;1;3;8544
1035;expert;suga93;2017;2;0;1;8537
1036;expert;Artem Toporov;2019;0;2;4;8529
1037;master;mhiro2;2016;3;5;2;8511
1038;expert;Miss Qiu;2021;0;2;1;8500
1039;expert;Nikita Rubinkovskiy;2019;0;2;2;8494
1040;expert;?Great;2017;0;2;1;8490
1041;expert;Roland Luethy;2017;0;5;4;8487
1042;master;Myles Dunlap;2020;1;2;0;8484
1043;expert;Eevee;2019;0;2;1;8474
1044;expert;Greg816;2020;0;0;2;8470
1045;expert;XiaobaiLan;2019;0;3;1;8468
1046;expert;Aksell;2018;0;5;0;8446
1047;master;Kain;2018;2;10;1;8422
1048;expert;sekenn;2021;0;1;4;8418
1049;master;e-mon;2015;1;7;3;8417
1050;master;??;2017;2;7;1;8387
1051;master;Derek Cai;2019;1;2;0;8387
1052;master;Yibing Wu;2017;2;8;3;8385
1053;expert;Charlie Craine;2014;0;1;2;8374
1054;expert;ratan rohith;2018;0;5;6;8372
1055;expert;tropicbird;2018;0;2;0;8360
1056;expert;Jonathan Chan;2010;0;0;4;8358
1057;expert;IKD;2018;1;1;2;8343
1058;master;Tim Yee;2018;1;3;2;8337
1059;expert;Eremin Konstantin;2019;0;2;1;8335
1060;expert;Andrew Volchek;2015;1;1;0;8334
1061;expert;itsy_68;2019;0;4;3;8322
1062;expert;ADITI MAURYA;2021;0;0;5;8311
1063;expert;ganchan;2019;0;1;3;8308
1064;expert;Evgeny Sidorov;2021;0;3;1;8308
1065;expert;Zzephirum;2019;0;3;1;8297
1066;expert;lica;2020;0;0;2;8297
1067;expert;Hey You;2021;2;0;1;8297
1068;master;Strideradu;2015;4;11;5;8266
1069;expert;Beans;2016;0;1;2;8263
1070;master;Lei;2018;2;1;0;8247
1071;grandmaster;Alexander Ryzhkov;2012;6;12;10;8227
1072;grandmaster;Maksims Volkovs;2012;6;2;2;8218
1073;expert;rotto;2018;0;8;1;8218
1074;master;??????????????????;2018;1;2;4;8210
1075;grandmaster;plantsgo;2017;6;3;2;8199
1076;expert;NARI;2016;0;4;5;8197
1077;expert;Nicholas Broad ??;2020;0;2;0;8189
1078;expert;Alexander Riedel;2021;0;2;1;8178
1079;master;Ben Ogorek;2013;1;5;0;8177
1080;expert;John Macgillivray;2020;0;1;1;8177
1081;expert;Dmitriy Ershov;2018;0;2;4;8173
1082;master;JL;2019;3;2;0;8167
1083;expert;Andrew Shevelev;2017;0;2;4;8163
1084;expert;Sayantan Kirtaniya;2020;0;0;5;8157
1085;expert;Arunkumar Venkataramanan;2017;0;0;4;8150
1086;expert;Alimbekov Renat [dsmlkz];2018;0;2;8;8144
1087;expert;Chan Kha Vu;2019;0;3;0;8134
1088;expert;Never$;2020;0;3;1;8126
1089;expert;Balraj Ashwath;2018;0;2;3;8124
1090;master;CHAN;2017;4;0;1;8122
1091;master;PS;2020;1;2;0;8122
1092;expert;Amit Hasan Shuvo;2019;0;1;1;8098
1093;expert;ts;2020;0;0;3;8090
1094;expert;Ravox;2017;0;4;2;8080
1095;expert;Lucas Schnack;2018;1;1;0;8079
1096;expert;Wilmer Henao;2017;0;2;0;8070
1097;master;Y. O.;2017;1;2;2;8070
1098;expert;Convophile;2019;0;1;1;8070
1099;expert;jelly;2021;0;2;1;8069
1100;expert;siddharth;2018;0;2;5;8059
1101;expert;Alexander Kireev;2016;0;11;11;8051
1102;expert;Naoki Maeda;2019;0;2;1;8027
1103;expert;Carl McBride Ellis;2020;0;1;2;8011
1104;expert;Mars;2021;0;1;1;8011
1105;expert;Amit Kumar Jaiswal;2016;0;3;10;8003
1106;master;zhongtian;2017;2;6;4;8001
1107;master;AkiraSosa;2018;1;4;0;7998
1108;expert;Adriano Passos;2017;0;1;1;7995
1109;expert;Chi-10510;2015;0;2;1;7980
1110;expert;zhangeng;2018;0;2;3;7979
1111;expert;Martin Bonardi;2018;0;1;1;7976
1112;expert;Belgrader;2017;0;2;3;7970
1113;master;Dr. Knope;2017;1;6;5;7969
1114;expert;LucaMTB;2021;0;1;2;7954
1115;expert;Egor Borisov;2020;0;3;0;7949
